Day;Rate_Price
1896;1.8243
1897;1.8409
1898;1.8439
1899;1.8548
1900;1.8752
1901;1.8548
1902;1.8551
1903;1.8329
1904;1.8336
1905;1.8072
1906;1.802
1907;1.7935
1908;1.7829
1909;1.7715
1910;1.7701
1911;1.7787
1912;1.7442
1913;1.7681
1914;1.7714
1915;1.7862
1916;1.7458
1917;1.7516
1918;1.7516
1919;1.7567
1920;1.7928
1921;1.8173
1922;1.8434
1923;1.8582
1924;1.8419
1925;1.8578
1926;1.8352
1927;1.8284
1928;1.8229
1929;1.8208
1930;1.8304
1931;1.8266
1932;1.8343
1933;1.8374
1934;1.8664
1935;1.887
1936;1.8568
1937;1.8512
1938;1.8453
1939;1.8375
1940;1.841
1941;1.8425
1942;1.8262
1943;1.8183
1944;1.7893
1945;1.7893
1946;1.7872
1947;1.775
1948;1.7734
1949;1.7637
1950;1.7745
1951;1.7839
1952;1.7671
1953;1.7592
1954;1.746
1955;1.7613
1956;1.7545
1957;1.7363
1958;1.7454
1959;1.7454
1960;1.7615
1961;1.7698
1962;1.775
1963;1.7814
1964;1.7812
1965;1.7676
1966;1.7621
1967;1.7714
1968;1.7631
1969;1.7751
1970;1.7669
1971;1.7409
1972;1.7641
1973;1.7378
1974;1.729
1975;1.7074
1976;1.6974
1977;1.6917
1978;1.6669
1979;1.6733
1980;1.6702
1981;1.6869
1982;1.7094
1983;1.711
1984;1.6669
1985;1.665
1986;1.6497
1987;1.6493
1988;1.6564
1989;1.6407
1990;1.6379
1991;1.6419
1992;1.6463
1993;1.6343
1994;1.615
1995;1.6278
1996;1.6253
1997;1.6181
1998;1.6059
1999;1.6073
2000;1.6157
2001;1.6302
2002;1.6324
2003;1.6354
2004;1.6233
2005;1.6183
2006;1.6068
2007;1.5956
2008;1.6026
2009;1.5967
2010;1.6075
2011;1.5879
2012;1.5695
2013;1.5653
2014;1.5697
2015;1.5728
2016;1.5791
2017;1.5735
2018;1.5718
2019;1.5773
2020;1.5841
2021;1.5826
2022;1.5859
2023;1.5939
2024;1.6003
2025;1.5916
2026;1.5972
2027;1.5934
2028;1.6001
2029;1.5736
2030;1.5743
2031;1.5782
2032;1.5869
2033;1.5748
2034;1.5802
2035;1.5667
2036;1.5494
2037;1.5338
2038;1.5361
2039;1.5367
2040;1.5306
2041;1.5227
2042;1.5127
2043;1.5141
2044;1.5092
2045;1.5146
2046;1.5206
2047;1.5123
2048;1.5097
2049;1.508
2050;1.5124
2051;1.5271
2052;1.5165
2053;1.5119
2054;1.5146
2055;1.5075
2056;1.5111
2057;1.5053
2058;1.4955
2059;1.5085
2060;1.5157
2061;1.5273
2062;1.5279
2063;1.536
2064;1.5363
2065;1.5483
2066;1.5549
2067;1.5485
2068;1.5433
2069;1.547
2070;1.5543
2071;1.5626
2072;1.5693
2073;1.5757
2074;1.5788
2075;1.5762
2076;1.5754
2077;1.5729
2078;1.5786
2079;1.5759
2080;1.58
2081;1.5855
2082;1.5942
2083;1.5919
2084;1.6041
2085;1.6092
2086;1.598
2087;1.5928
2088;1.5905
2089;1.6008
2090;1.5857
2091;1.5934
2092;1.5741
2093;1.5731
2094;1.5702
2095;1.5807
2096;1.5883
2097;1.584
2098;1.5886
2099;1.5912
2100;1.5797
2101;1.567
2102;1.5694
2103;1.5927
2104;1.576
2105;1.5707
2106;1.5814
2107;1.5991
2108;1.5833
2109;1.5674
2110;1.566
2111;1.5552
2112;1.5636
2113;1.5693
2114;1.5533
2115;1.532
2116;1.5263
2117;1.5426
2118;1.5429
2119;1.5514
2120;1.5619
2121;1.5702
2122;1.5778
2123;1.5571
2124;1.5402
2125;1.54
2126;1.5445
2127;1.5476
2128;1.5376
2129;1.546
2130;1.5567
2131;1.5416
2132;1.5403
2133;1.5392
2134;1.5446
2135;1.5456
2136;1.5497
2137;1.5461
2138;1.52
2139;1.5157
2140;1.5109
2141;1.4937
2142;1.4978
2143;1.494
2144;1.4904
2145;1.4829
2146;1.4682
2147;1.4767
2148;1.4733
2149;1.4811
2150;1.4888
2151;1.4991
2152;1.4863
2153;1.482
2154;1.4693
2155;1.4763
2156;1.456
2157;1.436
2158;1.428
2159;1.428
2160;1.4142
2161;1.407
2162;1.4031
2163;1.4032
2164;1.392
2165;1.3884
2166;1.4019
2167;1.4101
2168;1.4196
2169;1.4301
2170;1.4301
2171;1.4134
2172;1.4079
2173;1.4216
2174;1.413
2175;1.4223
2176;1.4159
2177;1.4175
2178;1.3989
2179;1.3921
2180;1.4052
2181;1.4174
2182;1.4042
2183;1.4206
2184;1.4112
2185;1.415
2186;1.4416
2187;1.4389
2188;1.439
2189;1.4434
2190;1.4512
2191;1.4669
2192;1.4686
2193;1.4786
2194;1.4809
2195;1.4773
2196;1.4845
2197;1.4888
2198;1.4887
2199;1.4847
2200;1.4861
2201;1.4922
2202;1.4884
2203;1.5033
2204;1.5033
2205;1.4936
2206;1.4994
2207;1.5054
2208;1.5155
2209;1.5209
2210;1.5153
2211;1.5168
2212;1.52
2213;1.5253
2214;1.511
2215;1.5068
2216;1.4943
2217;1.4912
2218;1.4912
2219;1.5054
2220;1.5065
2221;1.5145
2222;1.5028
2223;1.4902
2224;1.4815
2225;1.4904
2226;1.4952
2227;1.4933
2228;1.4862
2229;1.4918
2230;1.5045
2231;1.5032
2232;1.5031
2233;1.5051
2234;1.5126
2235;1.5118
2236;1.5177
2237;1.5202
2238;1.5286
2239;1.5331
2240;1.5254
2241;1.5316
2242;1.5358
2243;1.5501
2244;1.5506
2245;1.5431
2246;1.5447
2247;1.5536
2248;1.5522
2249;1.5582
2250;1.5675
2251;1.577
2252;1.5737
2253;1.5747
2254;1.5643
2255;1.575
2256;1.5708
2257;1.558
2258;1.5539
2259;1.5438
2260;1.5499
2261;1.5566
2262;1.56
2263;1.5697
2264;1.5611
2265;1.5727
2266;1.5889
2267;1.5928
2268;1.5978
2269;1.5936
2270;1.5772
2271;1.5659
2272;1.5732
2273;1.5799
2274;1.5665
2275;1.5514
2276;1.5607
2277;1.5728
2278;1.5871
2279;1.5647
2280;1.5756
2281;1.5727
2282;1.5291
2283;1.537
2284;1.5229
2285;1.5107
2286;1.5213
2287;1.5282
2288;1.5117
2289;1.5603
2290;1.5291
2291;1.5096
2292;1.4911
2293;1.4862
2294;1.4739
2295;1.4804
2296;1.4984
2297;1.4751
2298;1.4699
2299;1.475
2300;1.4761
2301;1.4815
2302;1.4877
2303;1.4685
2304;1.472
2305;1.474
2306;1.484
2307;1.4789
2308;1.4827
2309;1.4975
2310;1.4933
2311;1.5042
2312;1.5083
2313;1.5106
2314;1.5115
2315;1.5157
2316;1.5215
2317;1.5236
2318;1.5266
2319;1.5344
2320;1.5348
2321;1.5368
2322;1.5379
2323;1.5244
2324;1.5154
2325;1.509
2326;1.5198
2327;1.521
2328;1.519
2329;1.5286
2330;1.531
2331;1.5325
2332;1.5234
2333;1.5383
2334;1.538
2335;1.5323
2336;1.5315
2337;1.5353
2338;1.5361
2339;1.54
2340;1.5376
2341;1.5242
2342;1.5085
2343;1.5174
2344;1.512
2345;1.4985
2346;1.5038
2347;1.5085
2348;1.5099
2349;1.5053
2350;1.502
2351;1.5055
2352;1.5152
2353;1.5137
2354;1.4903
2355;1.4747
2356;1.4778
2357;1.4832
2358;1.4831
2359;1.485
2360;1.4851
2361;1.4923
2362;1.4787
2363;1.4768
2364;1.4715
2365;1.4569
2366;1.4521
2367;1.4473
2368;1.4523
2369;1.4494
2370;1.4434
2371;1.4489
2372;1.4492
2373;1.4639
2374;1.4698
2375;1.4694
2376;1.4661
2377;1.481
2378;1.4873
2379;1.5057
2380;1.5026
2381;1.5065
2382;1.5052
2383;1.507
2384;1.5186
2385;1.5181
2386;1.5159
2387;1.5111
2388;1.5099
2389;1.5012
2390;1.5031
2391;1.4954
2392;1.487
2393;1.4932
2394;1.4961
2395;1.4913
2396;1.4881
2397;1.4767
2398;1.4812
2399;1.4908
2400;1.5016
2401;1.4825
2402;1.4825
2403;1.4911
2404;1.4856
2405;1.4877
2406;1.4831
2407;1.4725
2408;1.4742
2409;1.4698
2410;1.4746
2411;1.4705
2412;1.4639
2413;1.4678
2414;1.468
2415;1.4757
2416;1.4845
2417;1.4907
2418;1.5025
2419;1.4931
2420;1.4826
2421;1.4823
2422;1.4823
2423;1.4675
2424;1.457
2425;1.4625
2426;1.4569
2427;1.4456
2428;1.4505
2429;1.4515
2430;1.4365
2431;1.4395
2432;1.4509
2433;1.4572
2434;1.457
2435;1.4531
2436;1.4614
2437;1.46
2438;1.4797
2439;1.4933
2440;1.4832
2441;1.477
2442;1.482
2443;1.4859
2444;1.4809
2445;1.474
2446;1.4732
2447;1.4683
2448;1.4626
2449;1.4706
2450;1.4834
2451;1.4959
2452;1.4911
2453;1.4978
2454;1.4827
2455;1.4785
2456;1.4827
2457;1.495
2458;1.5005
2459;1.5067
2460;1.4972
2461;1.4956
2462;1.49
2463;1.4955
2464;1.4915
2465;1.4864
2466;1.4766
2467;1.4822
2468;1.4845
2469;1.4947
2470;1.4894
2471;1.5009
2472;1.4746
2473;1.4701
2474;1.4996
2475;1.4859
2476;1.4656
2477;1.4746
2478;1.4617
2479;1.4535
2480;1.4557
2481;1.4616
2482;1.4691
2483;1.477
2484;1.4798
2485;1.4654
2486;1.4718
2487;1.4779
2488;1.481
2489;1.4947
2490;1.5018
2491;1.5032
2492;1.5198
2493;1.5229
2494;1.5286
2495;1.534
2496;1.5497
2497;1.5464
2498;1.5413
2499;1.5464
2500;1.5336
2501;1.5415
2502;1.5282
2503;1.5206
2504;1.5246
2505;1.5247
2506;1.5301
2507;1.5335
2508;1.5477
2509;1.5543
2510;1.5672
2511;1.5507
2512;1.5466
2513;1.5566
2514;1.5451
2515;1.5388
2516;1.5393
2517;1.5281
2518;1.5373
2519;1.5323
2520;1.5471
2521;1.5505
2522;1.5331
2523;1.5335
2524;1.5223
2525;1.5253
2526;1.5213
2527;1.5345
2528;1.5623
2529;1.5541
2530;1.5499
2531;1.5399
2532;1.5271
2533;1.5273
2534;1.5272
2535;1.5556
2536;1.5601
2537;1.5716
2538;1.546
2539;1.555
2540;1.5468
2541;1.547
2542;1.5396
2543;1.5622
2544;1.5536
2545;1.5796
2546;1.5786
2547;1.5968
2548;1.6307
2549;1.6163
2550;1.6105
2551;1.638
2552;1.6518
2553;1.6214
2554;1.6011
2555;1.595
2556;1.5881
2557;1.5675
2558;1.5689
2559;1.5614
2560;1.5684
2561;1.5997
2562;1.5978
2563;1.5588
2564;1.5869
2565;1.6127
2566;1.6472
2567;1.6682
2568;1.688
2569;1.6566
2570;1.6486
2571;1.6577
2572;1.6473
2573;1.6615
2574;1.6872
2575;1.6807
2576;1.6993
2577;1.6946
2578;1.6836
2579;1.6927
2580;1.7457
2581;1.7314
2582;1.7767
2583;1.7958
2584;1.7791
2585;1.7314
2586;1.723
2587;1.7141
2588;1.7174
2589;1.6874
2590;1.6813
2591;1.6788
2592;1.6876
2593;1.6777
2594;1.6984
2595;1.6749
2596;1.6888
2597;1.6729
2598;1.657
2599;1.6353
2600;1.6397
2601;1.63
2602;1.6109
2603;1.6055
2604;1.6218
2605;1.6318
2606;1.6311
2607;1.6387
2608;1.6505
2609;1.6345
2610;1.6107
2611;1.6111
2612;1.6132
2613;1.6418
2614;1.6665
2615;1.6405
2616;1.6552
2617;1.6563
2618;1.63
2619;1.5951
2620;1.6115
2621;1.5829
2622;1.5918
2623;1.567
2624;1.5465
2625;1.5462
2626;1.5118
2627;1.5156
2628;1.5253
2629;1.5293
2630;1.5218
2631;1.5123
2632;1.5065
2633;1.4971
2634;1.5074
2635;1.5112
2636;1.5152
2637;1.514
2638;1.5084
2639;1.5114
2640;1.5363
2641;1.5591
2642;1.5583
2643;1.558
2644;1.5643
2645;1.5645
2646;1.5711
2647;1.5941
2648;1.5858
2649;1.5624
2650;1.5655
2651;1.5807
2652;1.568
2653;1.6068
2654;1.6711
2655;1.6956
2656;1.6649
2657;1.6537
2658;1.6139
2659;1.6261
2660;1.6308
2661;1.6226
2662;1.5822
2663;1.5159
2664;1.5368
2665;1.5241
2666;1.4996
2667;1.5175
2668;1.5209
2669;1.5603
2670;1.4964
2671;1.6861
2672;1.6861
2673;1.6912
2674;1.6947
2675;1.6346
2676;1.5235
2677;1.4924
2678;1.5034
2679;1.474
2680;1.3897
2681;1.3706
2682;1.3926
2683;1.422
2684;1.3773
2685;1.4066
2686;1.3578
2687;1.3335
2688;1.3012
2689;1.2316
2690;1.2316
2691;1.2313
2692;1.234
2693;1.2345
2694;1.2351
2695;1.2504
2696;1.274
2697;1.2591
2698;1.2708
2699;1.2564
2700;1.2401
2701;1.2533
2702;1.2293
2703;1.2165
2704;1.2157
2705;1.2362
2706;1.213
2707;1.2036
2708;1.184
2709;1.1789
2710;1.1746
2711;1.1818
2712;1.1839
2713;1.186
2714;1.1814
2715;1.1799
2716;1.1865
2717;1.1844
2718;1.1844
2719;1.1768
2720;1.1794
2721;1.177
2722;1.1735
2723;1.177
2724;1.1776
2725;1.1752
2726;1.1598
2727;1.1566
2728;1.1476
2729;1.146
2730;1.1548
2731;1.1564
2732;1.1853
2733;1.1994
2734;1.1994
2735;1.2
2736;1.1979
2737;1.1906
2738;1.1909
2739;1.1843
2740;1.188
2741;1.201
2742;1.2127
2743;1.2135
2744;1.21
2745;1.2164
2746;1.2139
2747;1.2169
2748;1.227
2749;1.2238
2750;1.231
2751;1.2453
2752;1.2338
2753;1.2292
2754;1.2186
2755;1.2237
2756;1.2095
2757;1.2182
2758;1.225
2759;1.2209
2760;1.2166
2761;1.224
2762;1.2185
2763;1.2246
2764;1.2388
2765;1.2485
2766;1.2505
2767;1.2454
2768;1.2367
2769;1.2405
2770;1.2335
2771;1.224
2772;1.2337
2773;1.2249
2774;1.2196
2775;1.2067
2776;1.2155
2777;1.2289
2778;1.2422
2779;1.2425
2780;1.2377
2781;1.2448
2782;1.2374
2783;1.2315
2784;1.2252
2785;1.2448
2786;1.249
2787;1.2481
2788;1.2524
2789;1.264
2790;1.2592
2791;1.2426
2792;1.2502
2793;1.2558
2794;1.2585
2795;1.2717
2796;1.2849
2797;1.2775
2798;1.2739
2799;1.282
2800;1.2914
2801;1.3061
2802;1.3077
2803;1.3189
2804;1.323
2805;1.3194
2806;1.3071
2807;1.3074
2808;1.2933
2809;1.3046
2810;1.2872
2811;1.2832
2812;1.2709
2813;1.2911
2814;1.2762
2815;1.2855
2816;1.3182
2817;1.3064
2818;1.2765
2819;1.2579
2820;1.2589
2821;1.2325
2822;1.2385
2823;1.2379
2824;1.2358
2825;1.2236
2826;1.2395
2827;1.2627
2828;1.2193
2829;1.2339
2830;1.2139
2831;1.2371
2832;1.2365
2833;1.2431
2834;1.2101
2835;1.2072
2836;1.2058
2837;1.2186
2838;1.1906
2839;1.1767
2840;1.1775
2841;1.1882
2842;1.1933
2843;1.1994
2844;1.1999
2845;1.2023
2846;1.1868
2847;1.1893
2848;1.1896
2849;1.1881
2850;1.1986
2851;1.2142
2852;1.2224
2853;1.1981
2854;1.1941
2855;1.181
2856;1.164
2857;1.1591
2858;1.161
2859;1.168
2860;1.1722
2861;1.1737
2862;1.1862
2863;1.1756
2864;1.1916
2865;1.1969
2866;1.2218
2867;1.2034
2868;1.1802
2869;1.1758
2870;1.1659
2871;1.1449
2872;1.1451
2873;1.145
2874;1.1536
2875;1.1541
2876;1.155
2877;1.1651
2878;1.1566
2879;1.165
2880;1.1626
2881;1.1593
2882;1.1647
2883;1.1708
2884;1.1715
2885;1.1746
2886;1.1799
2887;1.1827
2888;1.1827
2889;1.1855
2890;1.1723
2891;1.1664
2892;1.1673
2893;1.1626
2894;1.164
2895;1.1694
2896;1.1725
2897;1.1746
2898;1.1778
2899;1.1755
2900;1.1715
2901;1.1846
2902;1.2028
2903;1.212
2904;1.1862
2905;1.1939
2906;1.1937
2907;1.1978
2908;1.1864
2909;1.1799
2910;1.1813
2911;1.1748
2912;1.1753
2913;1.2004
2914;1.2042
2915;1.1794
2916;1.1765
2917;1.1679
2918;1.1692
2919;1.1832
2920;1.1757
2921;1.1676
2922;1.1716
2923;1.1858
2924;1.1825
2925;1.1932
2926;1.2083
2927;1.2102
2928;1.2311
2929;1.1973
2930;1.199
2931;1.2028
2932;1.2176
2933;1.1955
2934;1.1772
2935;1.1772
2936;1.1843
2937;1.1793
2938;1.1856
2939;1.1988
2940;1.1989
2941;1.2
2942;1.199
2943;1.2048
2944;1.21
2945;1.2167
2946;1.2278
2947;1.2186
2948;1.2277
2949;1.2307
2950;1.2344
2951;1.2609
2952;1.2607
2953;1.2565
2954;1.2631
2955;1.2718
2956;1.2867
2957;1.2958
2958;1.2872
2959;1.2953
2960;1.2958
2961;1.3009
2962;1.2941
2963;1.2914
2964;1.3242
2965;1.3183
2966;1.3084
2967;1.3237
2968;1.3144
2969;1.3373
2970;1.363
2971;1.3382
2972;1.388
2973;1.3826
2974;1.3306
2975;1.2961
2976;1.2833
2977;1.2906
2978;1.267
2979;1.2553
2980;1.2669
2981;1.2741
2982;1.2659
2983;1.2788
2984;1.3009
2985;1.2746
2986;1.3006
2987;1.3021
2988;1.2608
2989;1.2415
2990;1.2361
2991;1.2482
2992;1.2605
2993;1.2608
2994;1.2716
2995;1.2724
2996;1.2655
2997;1.2668
2998;1.2811
2999;1.2867
3000;1.2804
3001;1.2799
3002;1.2909
3003;1.2875
3004;1.2877
3005;1.2877
3006;1.298
3007;1.3046
3008;1.3147
3009;1.325
3010;1.3197
3011;1.3092
3012;1.3027
3013;1.3047
3014;1.2958
3015;1.2963
3016;1.2977
3017;1.3171
3018;1.3275
3019;1.3407
3020;1.329
3021;1.3318
3022;1.3451
3023;1.315
3024;1.3127
3025;1.3058
3026;1.3053
3027;1.3067
3028;1.3166
3029;1.3253
3030;1.3187
3031;1.3191
3032;1.3259
3033;1.3248
3034;1.3193
3035;1.314
3036;1.3152
3037;1.3234
3038;1.3166
3039;1.3169
3040;1.3308
3041;1.3285
3042;1.3406
3043;1.3324
3044;1.3315
3045;1.3323
3046;1.3337
3047;1.3479
3048;1.3467
3049;1.3523
3050;1.3761
3051;1.3607
3052;1.3274
3053;1.3239
3054;1.3278
3055;1.3359
3056;1.336
3057;1.3527
3058;1.3424
3059;1.3512
3060;1.3525
3061;1.3667
3062;1.3689
3063;1.3623
3064;1.3684
3065;1.365
3066;1.3592
3067;1.3625
3068;1.3641
3069;1.3772
3070;1.3813
3071;1.3801
3072;1.3861
3073;1.3869
3074;1.3833
3075;1.3792
3076;1.3773
3077;1.3766
3078;1.3894
3079;1.3869
3080;1.3932
3081;1.4008
3082;1.4033
3083;1.4194
3084;1.4046
3085;1.3991
3086;1.4138
3087;1.416
3088;1.4258
3089;1.4303
3090;1.4498
3091;1.4194
3092;1.4089
3093;1.413
3094;1.3922
3095;1.3793
3096;1.376
3097;1.3761
3098;1.3782
3099;1.3756
3100;1.3788
3101;1.3818
3102;1.3824
3103;1.3909
3104;1.3992
3105;1.4031
3106;1.3926
3107;1.398
3108;1.3949
3109;1.3944
3110;1.4007
3111;1.3971
3112;1.4001
3113;1.4135
3114;1.4221
3115;1.4201
3116;1.4252
3117;1.4087
3118;1.4073
3119;1.405
3120;1.4041
3121;1.4103
3122;1.4165
3123;1.4251
3124;1.4216
3125;1.4202
3126;1.4263
3127;1.4321
3128;1.4448
3129;1.4266
3130;1.4392
3131;1.4266
3132;1.4086
3133;1.4056
3134;1.4131
3135;1.4192
3136;1.4198
3137;1.4222
3138;1.4186
3139;1.4216
3140;1.4224
3141;1.427
3142;1.419
3143;1.4154
3144;1.4165
3145;1.4202
3146;1.4174
3147;1.4269
3148;1.4276
3149;1.4267
3150;1.4395
3151;1.4454
3152;1.4501
3153;1.44
3154;1.4458
3155;1.46
3156;1.4756
3157;1.4597
3158;1.4705
3159;1.4703
3160;1.4653
3161;1.4512
3162;1.4496
3163;1.4369
3164;1.4324
3165;1.4427
3166;1.4414
3167;1.4432
3168;1.4401
3169;1.4424
3170;1.4488
3171;1.4354
3172;1.4414
3173;1.4602
3174;1.4533
3175;1.4481
3176;1.454
3177;1.4501
3178;1.442
3179;1.4447
3180;1.4501
3181;1.4552
3182;1.4701
3183;1.4689
3184;1.4692
3185;1.4651
3186;1.4824
3187;1.4827
3188;1.492
3189;1.4952
3190;1.4853
3191;1.4895
3192;1.5085
3193;1.4936
3194;1.5069
3195;1.4971
3196;1.4919
3197;1.4872
3198;1.5168
3199;1.502
3200;1.5252
3201;1.4687
3202;1.4648
3203;1.4618
3204;1.455
3205;1.4667
3206;1.4702
3207;1.4622
3208;1.4699
3209;1.4762
3210;1.4708
3211;1.4722
3212;1.4521
3213;1.442
3214;1.4507
3215;1.4608
3216;1.4478
3217;1.4682
3218;1.478
3219;1.4729
3220;1.4729
3221;1.4505
3222;1.4477
3223;1.4483
3224;1.4365
3225;1.4313
3226;1.4452
3227;1.4657
3228;1.4529
3229;1.4414
3230;1.4446
3231;1.4478
3232;1.4581
3233;1.4593
3234;1.4827
3235;1.4879
3236;1.4994
3237;1.4958
3238;1.4811
3239;1.4954
3240;1.4994
3241;1.5169
3242;1.5296
3243;1.5459
3244;1.5434
3245;1.5456
3246;1.5681
3247;1.5751
3248;1.5841
3249;1.5748
3250;1.5778
3251;1.5436
3252;1.5379
3253;1.551
3254;1.5475
3255;1.5878
3256;1.5699
3257;1.535
3258;1.5679
3259;1.5697
3260;1.6029
3261;1.6118
3262;1.6375
3263;1.6836
3264;1.6934
3265;1.6607
3266;1.6414
3267;1.6088
3268;1.5942
3269;1.5833
3270;1.5844
3271;1.5897
3272;1.6005
3273;1.539
3274;1.5371
3275;1.5463
3276;1.548
3277;1.5559
3278;1.5765
3279;1.5271
3280;1.5607
3281;1.56
3282;1.5368
3283;1.5227
3284;1.5229
3285;1.5396
3286;1.5368
3287;1.5173
3288;1.5055
3289;1.4878
3290;1.4185
3291;1.4484
3292;1.4498
3293;1.3909
3294;1.3545
3295;1.3431
3296;1.3321
3297;1.3124
3298;1.3132
3299;1.3178
3300;1.3104
3301;1.3157
3302;1.3131
3303;1.3155
3304;1.3195
3305;1.3216
3306;1.3168
3307;1.3181
3308;1.3224
3309;1.3233
3310;1.3239
3311;1.3366
3312;1.3424
3313;1.344
3314;1.3409
3315;1.336
3316;1.3331
3317;1.337
3318;1.3295
3319;1.3308
3320;1.33
3321;1.3319
3322;1.3389
3323;1.3417
3324;1.3427
3325;1.3562
3326;1.3464
3327;1.3386
3328;1.3408
3329;1.3323
3330;1.3426
3331;1.335
3332;1.3269
3333;1.3161
3334;1.3264
3335;1.3289
3336;1.3432
3337;1.3377
3338;1.344
3339;1.3362
3340;1.3358
3341;1.3225
3342;1.3006
3343;1.2964
3344;1.2979
3345;1.3075
3346;1.306
3347;1.3113
3348;1.3145
3349;1.3127
3350;1.3245
3351;1.3114
3352;1.3093
3353;1.3202
3354;1.3246
3355;1.3322
3356;1.3211
3357;1.3242
3358;1.3208
3359;1.324
3360;1.3281
3361;1.3229
3362;1.3232
3363;1.3193
3364;1.3213
3365;1.3177
3366;1.3199
3367;1.3219
3368;1.3183
3369;1.317
3370;1.3156
3371;1.3171
3372;1.3208
3373;1.3301
3374;1.3299
3375;1.3313
3376;1.3277
3377;1.327
3378;1.3284
3379;1.3284
3380;1.3298
3381;1.3317
3382;1.3419
3383;1.3441
3384;1.3418
3385;1.343
3386;1.3422
3387;1.3433
3388;1.3424
3389;1.3435
3390;1.3463
3391;1.3448
3392;1.3428
3393;1.3424
3394;1.3439
3395;1.341
3396;1.337
3397;1.342
3398;1.3473
3399;1.3497
3400;1.351
3401;1.3497
3402;1.3486
3403;1.3515
3404;1.3527
3405;1.3505
3406;1.35
3407;1.3497
3408;1.3552
3409;1.351
3410;1.3519
3411;1.353
3412;1.3611
3413;1.3588
3414;1.3644
3415;1.3526
3416;1.352
3417;1.3565
3418;1.3552
3419;1.3577
3420;1.3579
3421;1.3546
3422;1.3584
3423;1.3554
3424;1.3433
3425;1.3433
3426;1.3417
3427;1.3473
3428;1.3473
3429;1.3479
3430;1.3548
3431;1.3574
3432;1.3573
3433;1.3592
3434;1.3649
3435;1.356
3436;1.3546
3437;1.3644
3438;1.3613
3439;1.3479
3440;1.3412
3441;1.3368
3442;1.3463
3443;1.3513
3444;1.3445
3445;1.3368
3446;1.3558
3447;1.3422
3448;1.3406
3449;1.3436
3450;1.3376
3451;1.3423
3452;1.336
3453;1.3311
3454;1.3346
3455;1.334
3456;1.3393
3457;1.333
3458;1.3345
3459;1.3348
3460;1.3292
3461;1.3305
3462;1.3255
3463;1.3293
3464;1.3262
3465;1.3273
3466;1.329
3467;1.3325
3468;1.3344
3469;1.3473
3470;1.3508
3471;1.353
3472;1.3645
3473;1.3649
3474;1.3531
3475;1.3612
3476;1.3676
3477;1.3606
3478;1.3586
3479;1.3404
3480;1.3486
3481;1.337
3482;1.3186
3483;1.3128
3484;1.3176
3485;1.3125
3486;1.3079
3487;1.3089
3488;1.3127
3489;1.3181
3490;1.3152
3491;1.3212
3492;1.3307
3493;1.3366
3494;1.341
3495;1.3322
3496;1.3201
3497;1.3201
3498;1.3255
3499;1.3277
3500;1.327
3501;1.3223
3502;1.3284
3503;1.3255
3504;1.3315
3505;1.3361
3506;1.3434
3507;1.355
3508;1.3433
3509;1.3399
3510;1.3369
3511;1.3304
3512;1.3337
3513;1.3413
3514;1.3429
3515;1.3448
3516;1.3466
3517;1.3498
3518;1.3481
3519;1.3583
3520;1.3527
3521;1.3528
3522;1.3602
3523;1.3728
3524;1.3638
3525;1.3721
3526;1.3523
3527;1.3559
3528;1.361
3529;1.3536
3530;1.3605
3531;1.3554
3532;1.3436
3533;1.3595
3534;1.355
3535;1.3656
3536;1.3691
3537;1.3778
3538;1.3806
3539;1.3772
3540;1.3823
3541;1.3564
3542;1.3708
3543;1.3751
3544;1.376
3545;1.3612
3546;1.3527
3547;1.3645
3548;1.3555
3549;1.3501
3550;1.3422
3551;1.3363
3552;1.3429
3553;1.3665
3554;1.3788
3555;1.3844
3556;1.373
3557;1.3626
3558;1.355
3559;1.3565
3560;1.3499
3561;1.3554
3562;1.3547
3563;1.3689
3564;1.372
3565;1.3723
3566;1.35
3567;1.3358
3568;1.3376
3569;1.3408
3570;1.3455
3571;1.3356
3572;1.3447
3573;1.3644
3574;1.36
3575;1.3429
3576;1.3462
3577;1.3706
3578;1.3838
3579;1.3574
3580;1.3457
3581;1.3483
3582;1.358
3583;1.329
3584;1.3297
3585;1.3101
3586;1.3174
3587;1.3224
3588;1.2869
3589;1.276
3590;1.259
3591;1.2747
3592;1.259
3593;1.2585
3594;1.2541
3595;1.2699
3596;1.271
3597;1.2772
3598;1.2768
3599;1.2785
3600;1.2885
3601;1.2905
3602;1.298
3603;1.2927
3604;1.3016
3605;1.3
3606;1.305
3607;1.3063
3608;1.3051
3609;1.3089
3610;1.3165
3611;1.3327
3612;1.322
3613;1.323
3614;1.3093
3615;1.3114
3616;1.3166
3617;1.3203
3618;1.3252
3619;1.3295
3620;1.3287
3621;1.334
3622;1.3267
3623;1.327
3624;1.3341
3625;1.3364
3626;1.3364
3627;1.3317
3628;1.3496
3629;1.35
3630;1.3732
3631;1.3737
3632;1.3822
3633;1.3723
3634;1.4
3635;1.3775
3636;1.3427
3637;1.3383
3638;1.3363
3639;1.3421
3640;1.3525
3641;1.3425
3642;1.3527
3643;1.364
3644;1.375
3645;1.3843
3646;1.3848
3647;1.3892
3648;1.4085
3649;1.3989
3650;1.4122
3651;1.4118
3652;1.4231
3653;1.4339
3654;1.4205
3655;1.4027
3656;1.3909
3657;1.3901
3658;1.4109
3659;1.4105
3660;1.4197
3661;1.426
3662;1.4194
3663;1.42
3664;1.4216
3665;1.4225
3666;1.4307
3667;1.4346
3668;1.4384
3669;1.4382
